family	key	match_tag	case_variant	case_variant_key_collision	context	input	target_surfaces	ordered_returned_surfaces
C	uppr	2	UPPR	False	case-variant-neutral	We noted UPPR today.	UPPR	We / noted / UPPR / today / . / Next / .
C	yd	2	YD	False	baseline-neutral	We noted yd today.	yd	We / noted / yd / today / . / Next / .
C	yd	2	YD	False	numeric-or-ordinary	It is 5 yd. long.	five / yards	It / is / five / yards / long / . / Next / .
C	yd	2	YD	False	comma-neighbor	We noted, yd, today.	yd	We / noted / , / yd / , / today / . / Next / .
C	yd	2	YD	False	case-variant-neutral	We noted YD today.	YD	We / noted / YD / today / . / Next / .
C	yld	2	YLD	False	baseline-neutral	We noted yld today.	yield	We / noted / yield / today / . / Next / .
C	yld	2	YLD	False	numeric-or-ordinary	It is 5 yld. long.	five / yield	It / is / five / yield / long / . / Next / .
C	yld	2	YLD	False	comma-neighbor	We noted, yld, today.	yield	We / noted / , / yield / , / today / . / Next / .
C	yld	2	YLD	False	case-variant-neutral	We noted YLD today.	yield	We / noted / yield / today / . / Next / .
C	yr	2	YR	False	baseline-neutral	We noted yr today.	yr	We / noted / yr / today / . / Next / .
C	yr	2	YR	False	numeric-or-ordinary	It is 5 yr. long.	five / years	It / is / five / years / long / . / Next / .
C	yr	2	YR	False	comma-neighbor	We noted, yr, today.	yr	We / noted / , / yr / , / today / . / Next / .
C	yr	2	YR	False	case-variant-neutral	We noted YR today.	YR	We / noted / YR / today / . / Next / .
C	yrs	2	YRS	False	baseline-neutral	We noted yrs today.	yrs	We / noted / yrs / today / . / Next / .
C	yrs	2	YRS	False	numeric-or-ordinary	It is 5 yrs. long.	five / years	It / is / five / years / long / . / Next / .
C	yrs	2	YRS	False	comma-neighbor	We noted, yrs, today.	yrs	We / noted / , / yrs / , / today / . / Next / .
C	yrs	2	YRS	False	case-variant-neutral	We noted YRS today.	YRS	We / noted / YRS / today / . / Next / .
H	adm	2	ADM	False	baseline-title	adm. Smith spoke.	adm	adm / Smith / spoke / . / Next / .
H	adm	2	ADM	False	title-without-period	adm Smith spoke.	adm	adm / Smith / spoke / . / Next / .
H	adm	2	ADM	False	ordinary-sentence	We noted adm today.	adm	We / noted / adm / today / . / Next / .
H	adm	2	ADM	False	case-variant-title	ADM. Smith spoke.	admiral	admiral / Smith / spoke / . / Next / .
H	ald	2	ALD	False	baseline-title	ald. Smith spoke.	ald	ald / Smith / spoke / . / Next / .
H	ald	2	ALD	False	title-without-period	ald Smith spoke.	ald	ald / Smith / spoke / . / Next / .
H	ald	2	ALD	False	ordinary-sentence	We noted ald today.	ald	We / noted / ald / today / . / Next / .
H	ald	2	ALD	False	case-variant-title	ALD. Smith spoke.	alderman	alderman / Smith / spoke / . / Next / .
H	amb	2	AMB	False	baseline-title	amb. Smith spoke.	amb	amb / Smith / spoke / . / Next / .
H	amb	2	AMB	False	title-without-period	amb Smith spoke.	amb	amb / Smith / spoke / . / Next / .
H	amb	2	AMB	False	ordinary-sentence	We noted amb today.	amb	We / noted / amb / today / . / Next / .
H	amb	2	AMB	False	case-variant-title	AMB. Smith spoke.	ambassador	ambassador / Smith / spoke / . / Next / .
H	atty	2	ATTY	False	baseline-title	atty. Smith spoke.	atty	atty / Smith / spoke / . / Next / .
H	atty	2	ATTY	False	title-without-period	atty Smith spoke.	atty	atty / Smith / spoke / . / Next / .
H	atty	2	ATTY	False	ordinary-sentence	We noted atty today.	atty	We / noted / atty / today / . / Next / .
H	atty	2	ATTY	False	case-variant-title	ATTY. Smith spoke.	attorney	attorney / Smith / spoke / . / Next / .
H	brig	2	BRIG	False	baseline-title	brig. Smith spoke.	brig	brig / Smith / spoke / . / Next / .
H	brig	2	BRIG	False	title-without-period	brig Smith spoke.	brig	brig / Smith / spoke / . / Next / .
H	brig	2	BRIG	False	ordinary-sentence	We noted brig today.	brig	We / noted / brig / today / . / Next / .
H	brig	2	BRIG	False	case-variant-title	BRIG. Smith spoke.	brigadier	brigadier / Smith / spoke / . / Next / .
H	c.f	2	C.F	False	baseline-title	c.f. Smith spoke.	compare	compare / Smith / spoke / . / Next / .
H	c.f	2	C.F	False	title-without-period	c.f Smith spoke.	compare	compare / Smith / spoke / . / Next / .
H	c.f	2	C.F	False	ordinary-sentence	We noted c.f today.	compare	We / noted / compare / today / . / Next / .
H	c.f	2	C.F	False	case-variant-title	C.F. Smith spoke.	compare	compare / Smith / spoke / . / Next / .
H	capt	2	CAPT	False	baseline-title	capt. Smith spoke.	capt	capt / Smith / spoke / . / Next / .
H	capt	2	CAPT	False	title-without-period	capt Smith spoke.	capt	capt / Smith / spoke / . / Next / .
H	capt	2	CAPT	False	ordinary-sentence	We noted capt today.	capt	We / noted / capt / today / . / Next / .
H	capt	2	CAPT	False	case-variant-title	CAPT. Smith spoke.	captain	captain / Smith / spoke / . / Next
H	cf	2	CF	False	baseline-title	cf. Smith spoke.	cf	cf / Smith / spoke / . / Next
H	cf	2	CF	False	title-without-period	cf Smith spoke.	cf	cf / Smith / spoke / . / Next / .
H	cf	2	CF	False	ordinary-sentence	We noted cf today.	cf	We / noted / cf / today / . / Next / .
H	cf	2	CF	False	case-variant-title	CF. Smith spoke.	CF	CF / . / Smith / spoke / . / Next / .
H	cmd	2	CMD	False	baseline-title	cmd. Smith spoke.	cmd	cmd / Smith / spoke / . / Next / .
H	cmd	2	CMD	False	title-without-period	cmd Smith spoke.	cmd	cmd / Smith / spoke / . / Next / .
H	cmd	2	CMD	False	ordinary-sentence	We noted cmd today.	cmd	We / noted / cmd / today / . / Next / .
H	cmd	2	CMD	False	case-variant-title	CMD. Smith spoke.	commander	commander / Smith / spoke / . / Next / .
H	col	2	COL	False	baseline-title	col. Smith spoke.	col	col / Smith / spoke / . / Next / .
H	col	2	COL	False	title-without-period	col Smith spoke.	col	col / Smith / spoke / . / Next / .
H	col	2	COL	False	ordinary-sentence	We noted col today.	col	We / noted / col / today / . / Next / .
H	col	2	COL	False	case-variant-title	COL. Smith spoke.	colonel	colonel / Smith / spoke / . / Next / .
H	cond	2	COND	False	baseline-title	cond. Smith spoke.	condition	condition / Smith / spoke / . / Next / .
H	cond	2	COND	False	title-without-period	cond Smith spoke.	condition	condition / Smith / spoke / . / Next / .
H	cond	2	COND	False	ordinary-sentence	We noted cond today.	condition	We / noted / condition / today / . / Next / .
H	cond	2	COND	False	case-variant-title	COND. Smith spoke.	condition	condition / . / Smith / spoke / . / Next / .
H	cpl	2	CPL	False	baseline-title	cpl. Smith spoke.	cpl	cpl / Smith / spoke / . / Next / .
H	cpl	2	CPL	False	title-without-period	cpl Smith spoke.	cpl	cpl / Smith / spoke / . / Next / .
H	cpl	2	CPL	False	ordinary-sentence	We noted cpl today.	cpl	We / noted / cpl / today / . / Next / .
H	cpl	2	CPL	False	case-variant-title	CPL. Smith spoke.	corporal	corporal / Smith / spoke / . / Next
H	dr	2	DR	False	baseline-title	dr. Smith spoke.	Doctor	Doctor / Smith / spoke / . / Next
H	dr	2	DR	False	title-without-period	dr Smith spoke.	Doctor	Doctor / Smith / spoke / . / Next / .
H	dr	2	DR	False	ordinary-sentence	We noted dr today.	Drive	We / noted / Drive / today / . / Next / .
H	dr	2	DR	False	case-variant-title	DR. Smith spoke.	doctor	doctor / Smith / spoke / . / Next / .
H	e.a	2	E.A	False	baseline-title	e.a. Smith spoke.	each	each / Smith / spoke / . / Next / .
H	e.a	2	E.A	False	title-without-period	e.a Smith spoke.	each	each / Smith / spoke / . / Next / .
H	e.a	2	E.A	False	ordinary-sentence	We noted e.a today.	each	We / noted / each / today / . / Next / .
H	e.a	2	E.A	False	case-variant-title	E.A. Smith spoke.	each	each / Smith / spoke / . / Next / .
H	e.g	2	E.G	False	baseline-title	e.g. Smith spoke.	for / example	for / example / Smith / spoke / . / Next / .
H	e.g	2	E.G	False	title-without-period	e.g Smith spoke.	for / example	for / example / Smith / spoke / . / Next / .
H	e.g	2	E.G	False	ordinary-sentence	We noted e.g today.	for / example	We / noted / for / example / today / . / Next / .
H	e.g	2	E.G	False	case-variant-title	E.G. Smith spoke.	for / example	for / example / Smith / spoke / . / Next
H	ea	2	EA	False	baseline-title	ea. Smith spoke.	ea	ea / Smith / spoke / . / Next
H	ea	2	EA	False	title-without-period	ea Smith spoke.	ea	ea / Smith / spoke / . / Next / .
H	ea	2	EA	False	ordinary-sentence	We noted ea today.	ea	We / noted / ea / today / . / Next / .
H	ea	2	EA	False	case-variant-title	EA. Smith spoke.	EA	EA / . / Smith / spoke / . / Next / .
H	eg	2	EG	False	baseline-title	eg. Smith spoke.	eg	eg / Smith / spoke / . / Next
H	eg	2	EG	False	title-without-period	eg Smith spoke.	eg	eg / Smith / spoke / . / Next / .
H	eg	2	EG	False	ordinary-sentence	We noted eg today.	eg	We / noted / eg / today / . / Next / .
H	eg	2	EG	False	case-variant-title	EG. Smith spoke.	EG	EG / . / Smith / spoke / . / Next / .
H	ens	2	ENS	False	baseline-title	ens. Smith spoke.	ens	ens / Smith / spoke / . / Next / .
H	ens	2	ENS	False	title-without-period	ens Smith spoke.	ens	ens / Smith / spoke / . / Next / .
H	ens	2	ENS	False	ordinary-sentence	We noted ens today.	ens	We / noted / ens / today / . / Next / .
H	ens	2	ENS	False	case-variant-title	ENS. Smith spoke.	ensign	ensign / Smith / spoke / . / Next / .
H	fig	2	FIG	False	baseline-title	fig. Smith spoke.	fig	fig / Smith / spoke / . / Next / .
H	fig	2	FIG	False	title-without-period	fig Smith spoke.	fig	fig / Smith / spoke / . / Next / .
H	fig	2	FIG	False	ordinary-sentence	We noted fig today.	fig	We / noted / fig / today / . / Next / .
H	fig	2	FIG	False	case-variant-title	FIG. Smith spoke.	FIG	FIG / . / Smith / spoke / . / Next / .
H	gen	2	GEN	False	baseline-title	gen. Smith spoke.	gen	gen / Smith / spoke / . / Next / .
H	gen	2	GEN	False	title-without-period	gen Smith spoke.	gen	gen / Smith / spoke / . / Next / .
H	gen	2	GEN	False	ordinary-sentence	We noted gen today.	gen	We / noted / gen / today / . / Next / .
H	gen	2	GEN	False	case-variant-title	GEN. Smith spoke.	general	general / Smith / spoke / . / Next / .
H	gov	2	GOV	False	baseline-title	gov. Smith spoke.	gov	gov / Smith / spoke / . / Next / .
H	gov	2	GOV	False	title-without-period	gov Smith spoke.	gov	gov / Smith / spoke / . / Next / .
H	gov	2	GOV	False	ordinary-sentence	We noted gov today.	gov	We / noted / gov / today / . / Next / .
H	gov	2	GOV	False	case-variant-title	GOV. Smith spoke.	governor	governor / Smith / spoke / . / Next / .
H	hon	2	HON	False	baseline-title	hon. Smith spoke.	hon	hon / Smith / spoke / . / Next / .
H	hon	2	HON	False	title-without-period	hon Smith spoke.	hon	hon / Smith / spoke / . / Next / .
H	hon	2	HON	False	ordinary-sentence	We noted hon today.	hon	We / noted / hon / today / . / Next / .
H	hon	2	HON	False	case-variant-title	HON. Smith spoke.	honorable	honorable / Smith / spoke / . / Next / .
H	i.e	2	I.E	False	baseline-title	i.e. Smith spoke.	that / is	that / is / Smith / spoke / . / Next / .
H	i.e	2	I.E	False	title-without-period	i.e Smith spoke.	that / is	that / is / Smith / spoke / . / Next / .
H	i.e	2	I.E	False	ordinary-sentence	We noted i.e today.	that / is	We / noted / that / is / today / . / Next / .
H	i.e	2	I.E	False	case-variant-title	I.E. Smith spoke.	that / is	that / is / Smith / spoke / . / Next
H	ie	2	IE	False	baseline-title	ie. Smith spoke.	ie	ie / Smith / spoke / . / Next
H	ie	2	IE	False	title-without-period	ie Smith spoke.	ie	ie / Smith / spoke / . / Next / .
H	ie	2	IE	False	ordinary-sentence	We noted ie today.	ie	We / noted / ie / today / . / Next / .
H	ie	2	IE	False	case-variant-title	IE. Smith spoke.	IE	IE / . / Smith / spoke / . / Next / .
H	jr	2	JR	False	baseline-title	jr. Smith spoke.	junior	junior / . / Smith / spoke / . / Next
H	jr	2	JR	False	title-without-period	jr Smith spoke.	junior	junior / Smith / spoke / . / Next / .
H	jr	2	JR	False	ordinary-sentence	We noted jr today.	junior	We / noted / junior / today / . / Next / .
H	jr	2	JR	False	case-variant-title	JR. Smith spoke.	junior	junior / Smith / spoke / . / Next / .
H	jun	2	JUN	False	baseline-title	jun. Smith spoke.	jun	jun / Smith / spoke / . / Next / .
H	jun	2	JUN	False	title-without-period	jun Smith spoke.	jun	jun / Smith / spoke / . / Next / .
H	jun	2	JUN	False	ordinary-sentence	We noted jun today.	June	We / noted / June / today / . / Next / .
H	jun	2	JUN	False	case-variant-title	JUN. Smith spoke.	JUN	JUN / . / Smith / spoke / . / Next / .
H	lieut	2	LIEUT	False	baseline-title	lieut. Smith spoke.	lieut	lieut / Smith / spoke / . / Next / .
H	lieut	2	LIEUT	False	title-without-period	lieut Smith spoke.	lieut	lieut / Smith / spoke / . / Next / .
H	lieut	2	LIEUT	False	ordinary-sentence	We noted lieut today.	lieut	We / noted / lieut / today / . / Next / .
H	lieut	2	LIEUT	False	case-variant-title	LIEUT. Smith spoke.	lieutenant	lieutenant / Smith / spoke / . / Next
H	lt	2	LT	False	baseline-title	lt. Smith spoke.	lt	lt / Smith / spoke / . / Next
H	lt	2	LT	False	title-without-period	lt Smith spoke.	lt	lt / Smith / spoke / . / Next / .
H	lt	2	LT	False	ordinary-sentence	We noted lt today.	lt	We / noted / lt / today / . / Next / .
H	lt	2	LT	False	case-variant-title	LT. Smith spoke.	lieutenant	lieutenant / Smith / spoke / . / Next / .
H	maj	2	MAJ	False	baseline-title	maj. Smith spoke.	maj	maj / Smith / spoke / . / Next / .
H	maj	2	MAJ	False	title-without-period	maj Smith spoke.	maj	maj / Smith / spoke / . / Next / .
H	maj	2	MAJ	False	ordinary-sentence	We noted maj today.	maj	We / noted / maj / today / . / Next / .
H	maj	2	MAJ	False	case-variant-title	MAJ. Smith spoke.	major	major / Smith / spoke / . / Next / .
H	messrs	2	MESSRS	False	baseline-title	messrs. Smith spoke.	messrs	messrs / Smith / spoke / . / Next / .
H	messrs	2	MESSRS	False	title-without-period	messrs Smith spoke.	messrs	messrs / Smith / spoke / . / Next / .
H	messrs	2	MESSRS	False	ordinary-sentence	We noted messrs today.	messrs	We / noted / messrs / today / . / Next / .
H	messrs	2	MESSRS	False	case-variant-title	MESSRS. Smith spoke.	MESSRS	MESSRS / . / Smith / spoke / . / Next / .
H	mgmt	2	MGMT	False	baseline-title	mgmt. Smith spoke.	management	management / Smith / spoke / . / Next / .
H	mgmt	2	MGMT	False	title-without-period	mgmt Smith spoke.	management	management / Smith / spoke / . / Next / .
H	mgmt	2	MGMT	False	ordinary-sentence	We noted mgmt today.	management	We / noted / management / today / . / Next / .
H	mgmt	2	MGMT	False	case-variant-title	MGMT. Smith spoke.	management	management / Smith / spoke / . / Next / .
H	mgr	2	MGR	False	baseline-title	mgr. Smith spoke.	mgr	mgr / Smith / spoke / . / Next / .
H	mgr	2	MGR	False	title-without-period	mgr Smith spoke.	mgr	mgr / Smith / spoke / . / Next / .
H	mgr	2	MGR	False	ordinary-sentence	We noted mgr today.	mgr	We / noted / mgr / today / . / Next / .
H	mgr	2	MGR	False	case-variant-title	MGR. Smith spoke.	manager	manager / Smith / spoke / . / Next / .
H	mngr	2	MNGR	False	baseline-title	mngr. Smith spoke.	mngr	mngr / Smith / spoke / . / Next / .
H	mngr	2	MNGR	False	title-without-period	mngr Smith spoke.	mngr	mngr / Smith / spoke / . / Next / .
H	mngr	2	MNGR	False	ordinary-sentence	We noted mngr today.	mngr	We / noted / mngr / today / . / Next / .
H	mngr	2	MNGR	False	case-variant-title	MNGR. Smith spoke.	monsignor	monsignor / Smith / spoke / . / Next / .
H	monsig	2	MONSIG	False	baseline-title	monsig. Smith spoke.	monsig	monsig / Smith / spoke / . / Next / .
H	monsig	2	MONSIG	False	title-without-period	monsig Smith spoke.	monsig	monsig / Smith / spoke / . / Next / .
H	monsig	2	MONSIG	False	ordinary-sentence	We noted monsig today.	monsig	We / noted / monsig / today / . / Next / .
H	monsig	2	MONSIG	False	case-variant-title	MONSIG. Smith spoke.	monsignor	monsignor / Smith / spoke / . / Next
H	mr	2	MR	False	baseline-title	mr. Smith spoke.	Mister	Mister / Smith / spoke / . / Next
H	mr	2	MR	False	title-without-period	mr Smith spoke.	mr	mr / Smith / spoke / . / Next / .
H	mr	2	MR	False	ordinary-sentence	We noted mr today.	mr	We / noted / mr / today / . / Next / .
H	mr	2	MR	False	case-variant-title	MR. Smith spoke.	mister	mister / Smith / spoke / . / Next / .
H	mrs	2	MRS	False	baseline-title	mrs. Smith spoke.	Misses	Misses / Smith / spoke / . / Next / .
H	mrs	2	MRS	False	title-without-period	mrs Smith spoke.	mrs	mrs / Smith / spoke / . / Next / .
H	mrs	2	MRS	False	ordinary-sentence	We noted mrs today.	mrs	We / noted / mrs / today / . / Next / .
H	mrs	2	MRS	False	case-variant-title	MRS. Smith spoke.	misses	misses / Smith / spoke / . / Next
H	ms	2	MS	False	baseline-title	ms. Smith spoke.	Miz	Miz / Smith / spoke / . / Next
H	ms	2	MS	False	title-without-period	ms Smith spoke.	ms	ms / Smith / spoke / . / Next / .
H	ms	2	MS	False	ordinary-sentence	We noted ms today.	ms	We / noted / ms / today / . / Next / .
H	ms	2	MS	False	case-variant-title	MS. Smith spoke.	Miz	Miz / Smith / spoke / . / Next / .
H	msgr	2	MSGR	False	baseline-title	msgr. Smith spoke.	msgr	msgr / Smith / spoke / . / Next / .
H	msgr	2	MSGR	False	title-without-period	msgr Smith spoke.	msgr	msgr / Smith / spoke / . / Next / .
H	msgr	2	MSGR	False	ordinary-sentence	We noted msgr today.	msgr	We / noted / msgr / today / . / Next / .
H	msgr	2	MSGR	False	case-variant-title	MSGR. Smith spoke.	monsignor	monsignor / Smith / spoke / . / Next / .
H	p.p	2	P.P	False	baseline-title	p.p. Smith spoke.	p.p	p.p / Smith / spoke / . / Next / .
H	p.p	2	P.P	False	title-without-period	p.p Smith spoke.	p.p	p.p / Smith / spoke / . / Next / .
H	p.p	2	P.P	False	ordinary-sentence	We noted p.p today.	p.p	We / noted / p.p / today / . / Next / .
H	p.p	2	P.P	False	case-variant-title	P.P. Smith spoke.	P.P	P.P / Smith / spoke / . / Next / .
H	pfc	2	PFC	False	baseline-title	pfc. Smith spoke.	pfc	pfc / Smith / spoke / . / Next / .
H	pfc	2	PFC	False	title-without-period	pfc Smith spoke.	pfc	pfc / Smith / spoke / . / Next / .
H	pfc	2	PFC	False	ordinary-sentence	We noted pfc today.	pfc	We / noted / pfc / today / . / Next / .
H	pfc	2	PFC	False	case-variant-title	PFC. Smith spoke.	PFC	PFC / Smith / spoke / . / Next / .
H	pp	2	PP	False	baseline-title	pp. Smith spoke.	pp	pp / Smith / spoke / . / Next
H	pp	2	PP	False	title-without-period	pp Smith spoke.	pp	pp / Smith / spoke / . / Next / .
H	pp	2	PP	False	ordinary-sentence	We noted pp today.	pp	We / noted / pp / today / . / Next / .
H	pp	2	PP	False	case-variant-title	PP. Smith spoke.	PP	PP / . / Smith / spoke / . / Next / .
H	pres	2	PRES	False	baseline-title	pres. Smith spoke.	pres	pres / Smith / spoke / . / Next / .
H	pres	2	PRES	False	title-without-period	pres Smith spoke.	pres	pres / Smith / spoke / . / Next / .
H	pres	2	PRES	False	ordinary-sentence	We noted pres today.	pres	We / noted / pres / today / . / Next / .
H	pres	2	PRES	False	case-variant-title	PRES. Smith spoke.	president	president / Smith / spoke / . / Next / .
H	prof	2	PROF	False	baseline-title	prof. Smith spoke.	prof	prof / Smith / spoke / . / Next / .
H	prof	2	PROF	False	title-without-period	prof Smith spoke.	prof	prof / Smith / spoke / . / Next / .
H	prof	2	PROF	False	ordinary-sentence	We noted prof today.	prof	We / noted / prof / today / . / Next / .
H	prof	2	PROF	False	case-variant-title	PROF. Smith spoke.	professor	professor / Smith / spoke / . / Next / .
H	pvt	2	PVT	False	baseline-title	pvt. Smith spoke.	pvt	pvt / Smith / spoke / . / Next / .
H	pvt	2	PVT	False	title-without-period	pvt Smith spoke.	pvt	pvt / Smith / spoke / . / Next / .
H	pvt	2	PVT	False	ordinary-sentence	We noted pvt today.	pvt	We / noted / pvt / today / . / Next / .
H	pvt	2	PVT	False	case-variant-title	PVT. Smith spoke.	private	private / Smith / spoke / . / Next / .
H	rep	2	REP	False	baseline-title	rep. Smith spoke.	rep	rep / Smith / spoke / . / Next / .
H	rep	2	REP	False	title-without-period	rep Smith spoke.	rep	rep / Smith / spoke / . / Next / .
H	rep	2	REP	False	ordinary-sentence	We noted rep today.	rep	We / noted / rep / today / . / Next / .
H	rep	2	REP	False	case-variant-title	REP. Smith spoke.	representative	representative / Smith / spoke / . / Next / .
H	repub	2	REPUB	False	baseline-title	repub. Smith spoke.	repub	repub / Smith / spoke / . / Next / .
H	repub	2	REPUB	False	title-without-period	repub Smith spoke.	repub	repub / Smith / spoke / . / Next / .
H	repub	2	REPUB	False	ordinary-sentence	We noted repub today.	repub	We / noted / repub / today / . / Next / .
H	repub	2	REPUB	False	case-variant-title	REPUB. Smith spoke.	republican	republican / Smith / spoke / . / Next / .
H	rev	2	REV	False	baseline-title	rev. Smith spoke.	rev	rev / Smith / spoke / . / Next / .
H	rev	2	REV	False	title-without-period	rev Smith spoke.	rev	rev / Smith / spoke / . / Next / .
H	rev	2	REV	False	ordinary-sentence	We noted rev today.	rev	We / noted / rev / today / . / Next / .
H	rev	2	REV	False	case-variant-title	REV. Smith spoke.	reverend	reverend / Smith / spoke / . / Next / .
H	secy	2	SECY	False	baseline-title	secy. Smith spoke.	secy	secy / Smith / spoke / . / Next / .
H	secy	2	SECY	False	title-without-period	secy Smith spoke.	secy	secy / Smith / spoke / . / Next / .
H	secy	2	SECY	False	ordinary-sentence	We noted secy today.	secy	We / noted / secy / today / . / Next / .
H	secy	2	SECY	False	case-variant-title	SECY. Smith spoke.	secretary	secretary / Smith / spoke / . / Next / .
H	sen	2	SEN	False	baseline-title	sen. Smith spoke.	sen	sen / Smith / spoke / . / Next / .
H	sen	2	SEN	False	title-without-period	sen Smith spoke.	sen	sen / Smith / spoke / . / Next / .
H	sen	2	SEN	False	ordinary-sentence	We noted sen today.	sen	We / noted / sen / today / . / Next / .
H	sen	2	SEN	False	case-variant-title	SEN. Smith spoke.	senator	senator / Smith / spoke / . / Next / .
H	sergt	2	SERGT	False	baseline-title	sergt. Smith spoke.	sergt	sergt / Smith / spoke / . / Next / .
H	sergt	2	SERGT	False	title-without-period	sergt Smith spoke.	sergt	sergt / Smith / spoke / . / Next / .
H	sergt	2	SERGT	False	ordinary-sentence	We noted sergt today.	sergt	We / noted / sergt / today / . / Next / .
H	sergt	2	SERGT	False	case-variant-title	SERGT. Smith spoke.	sergeant	sergeant / Smith / spoke / . / Next / .
H	sgt	2	SGT	False	baseline-title	sgt. Smith spoke.	sgt	sgt / Smith / spoke / . / Next / .
H	sgt	2	SGT	False	title-without-period	sgt Smith spoke.	sgt	sgt / Smith / spoke / . / Next / .
H	sgt	2	SGT	False	ordinary-sentence	We noted sgt today.	sgt	We / noted / sgt / today / . / Next / .
H	sgt	2	SGT	False	case-variant-title	SGT. Smith spoke.	sergeant	sergeant / Smith / spoke / . / Next
H	sr	2	SR	False	baseline-title	sr. Smith spoke.	sr	sr / . / Smith / spoke / . / Next
H	sr	2	SR	False	title-without-period	sr Smith spoke.	sr	sr / Smith / spoke / . / Next / .
H	sr	2	SR	False	ordinary-sentence	We noted sr today.	sr	We / noted / sr / today / . / Next / .
H	sr	2	SR	False	case-variant-title	SR. Smith spoke.	senior	senior / Smith / spoke / . / Next
H	st	2	ST	False	baseline-title	st. Smith spoke.	Street	Street / Smith / spoke / . / Next
H	st	2	ST	False	title-without-period	st Smith spoke.	st	st / Smith / spoke / . / Next / .
H	st	2	ST	False	ordinary-sentence	We noted st today.	st	We / noted / st / today / . / Next / .
H	st	2	ST	False	case-variant-title	ST. Smith spoke.	Saint	Saint / Smith / spoke / . / Next / .
H	v.s	2	V.S	False	baseline-title	v.s. Smith spoke.	versus	versus / Smith / spoke / . / Next / .
H	v.s	2	V.S	False	title-without-period	v.s Smith spoke.	versus	versus / Smith / spoke / . / Next / .
H	v.s	2	V.S	False	ordinary-sentence	We noted v.s today.	versus	We / noted / versus / today / . / Next / .
H	v.s	2	V.S	False	case-variant-title	V.S. Smith spoke.	versus	versus / Smith / spoke / . / Next
H	vs	2	VS	False	baseline-title	vs. Smith spoke.	versus	versus / Smith / spoke / . / Next
H	vs	2	VS	False	title-without-period	vs Smith spoke.	versus	versus / Smith / spoke / . / Next / .
H	vs	2	VS	False	ordinary-sentence	We noted vs today.	versus	We / noted / versus / today / . / Next / .
H	vs	2	VS	False	case-variant-title	VS. Smith spoke.	versus	versus / . / Smith / spoke / . / Next / .
T	AG	1	ag	False	baseline-company	Acme AG. hired Lee.	AG	Acme / AG / hired / Lee / . / Next / .
T	AG	1	ag	False	comma-company	Acme, AG hired Lee.	AG	Acme / , / AG / hired / Lee / . / Next / .
T	AG	1	ag	False	company-without-period	Acme AG hired Lee.	AG	Acme / AG / hired / Lee / . / Next / .
T	AG	1	ag	False	ordinary-sentence	We noted AG today.	AG	We / noted / AG / today / . / Next / .
T	AG	1	ag	False	case-variant-company	Acme ag. hired Lee.	ag	Acme / ag / . / hired / Lee / . / Next / .
T	BV	1	bv	False	baseline-company	Acme BV. hired Lee.	BV	Acme / BV / hired / Lee / . / Next / .
T	BV	1	bv	False	comma-company	Acme, BV hired Lee.	BV	Acme / , / BV / hired / Lee / . / Next / .
T	BV	1	bv	False	company-without-period	Acme BV hired Lee.	BV	Acme / BV / hired / Lee / . / Next / .
T	BV	1	bv	False	ordinary-sentence	We noted BV today.	BV	We / noted / BV / today / . / Next / .
T	BV	1	bv	False	case-variant-company	Acme bv. hired Lee.	bv	Acme / bv / . / hired / Lee / . / Next / .
T	Cos	1	cos	False	baseline-company	Acme Cos. hired Lee.	Cos	Acme / Cos / hired / Lee / . / Next / .
T	Cos	1	cos	False	comma-company	Acme, Cos hired Lee.	Cos	Acme / , / Cos / hired / Lee / . / Next / .
T	Cos	1	cos	False	company-without-period	Acme Cos hired Lee.	Cos	Acme / Cos / hired / Lee / . / Next / .
T	Cos	1	cos	False	ordinary-sentence	We noted Cos today.	Cos	We / noted / Cos / today / . / Next / .
T	Cos	1	cos	False	case-variant-company	Acme cos. hired Lee.	cos	Acme / cos / . / hired / Lee / . / Next / .
T	LLC	1	llc	False	baseline-company	Acme LLC. hired Lee.	LLC	Acme / LLC / hired / Lee / . / Next / .
T	LLC	1	llc	False	comma-company	Acme, LLC hired Lee.	LLC	Acme / , / LLC / hired / Lee / . / Next / .
T	LLC	1	llc	False	company-without-period	Acme LLC hired Lee.	LLC	Acme / LLC / hired / Lee / . / Next / .
T	LLC	1	llc	False	ordinary-sentence	We noted LLC today.	LLC	We / noted / LLC / today / . / Next / .
T	LLC	1	llc	False	case-variant-company	Acme llc. hired Lee.	llc	Acme / llc / . / hired / Lee / . / Next / .
T	LP	1	lp	False	baseline-company	Acme LP. hired Lee.	LP	Acme / LP / hired / Lee / . / Next / .
T	LP	1	lp	False	comma-company	Acme, LP hired Lee.	LP	Acme / , / LP / hired / Lee / . / Next / .
T	LP	1	lp	False	company-without-period	Acme LP hired Lee.	LP	Acme / LP / hired / Lee / . / Next / .
T	LP	1	lp	False	ordinary-sentence	We noted LP today.	LP	We / noted / LP / today / . / Next / .
T	LP	1	lp	False	case-variant-company	Acme lp. hired Lee.	lp	Acme / lp / . / hired / Lee / . / Next / .
T	NV	1	nv	False	baseline-company	Acme NV. hired Lee.	NV	Acme / NV / hired / Lee / . / Next / .
T	NV	1	nv	False	comma-company	Acme, NV hired Lee.	Nevada	Acme / Nevada / hired / Lee / . / Next / .
T	NV	1	nv	False	company-without-period	Acme NV hired Lee.	NV	Acme / NV / hired / Lee / . / Next / .
